Seccion,Municipio,Nominal_2009,Nominal_2015,Nominal_2021,Proyeccion_Nominal_2027,Morena_2009,Oposicion_2009,Morena_2015,Oposicion_2015,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital_Federal,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
1188,San Luis Rio Colorado,2886,3116,3318,3557,135,1096,486,1366,675,736,43.8%,1558,780,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,78,780
1189,San Luis Rio Colorado,2822,3047,3245,3479,82,1431,426,848,981,860,58.5%,2033,1017,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,11,102,1017
1190,San Luis Rio Colorado,2345,2532,2696,2890,97,945,501,981,457,607,40.7%,1174,588,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,59,588
1191,San Luis Rio Colorado,2195,2370,2524,2706,132,1020,218,1003,655,820,60.2%,1629,815,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,82,815
1192,San Luis Rio Colorado,1653,1785,1900,2037,69,820,218,883,530,479,54.7%,1114,558,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,56,558
1193,San Luis Rio Colorado,1762,1902,2026,2172,59,775,300,767,478,459,47.6%,1034,518,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,52,518
1194,San Luis Rio Colorado,1804,1948,2074,2223,113,959,183,645,728,537,62.9%,1397,699,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,70,699
1195,San Luis Rio Colorado,1749,1888,2011,2156,103,628,295,776,660,570,63.1%,1359,680,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,68,680
1196,San Luis Rio Colorado,1182,1276,1359,1457,99,592,86,417,303,407,53.8%,783,392,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,40,392
1197,San Luis Rio Colorado,1510,1630,1736,1861,49,728,177,775,442,296,43.8%,814,408,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,41,408
1198,San Luis Rio Colorado,1796,1939,2065,2214,81,1027,275,755,617,394,50.5%,1117,559,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,56,559
1199,San Luis Rio Colorado,881,951,1013,1086,56,438,111,329,267,177,45.1%,489,245,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,25,245
1200,San Luis Rio Colorado,1758,1898,2021,2166,63,684,368,790,691,555,63.5%,1376,689,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,69,689
1201,Guaymas,1293,1396,1486,1593,82,652,238,616,343,372,49.6%,790,396,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,40,396
1202,Guaymas,1772,1913,2037,2184,42,657,170,829,653,419,54.2%,1184,593,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,60,593
1203,Guaymas,1336,1442,1536,1646,52,728,209,404,441,522,64.6%,1063,532,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,54,532
1204,Guaymas,2058,2222,2366,2536,118,975,384,704,767,542,57.0%,1445,723,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,73,723
1205,Guaymas,2171,2344,2496,2676,101,903,353,674,643,536,48.7%,1302,652,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,7,66,652
1206,Guaymas,1868,2017,2148,2303,152,987,369,874,751,466,58.4%,1344,673,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,7,68,673
1207,Guaymas,616,665,708,759,42,335,71,250,168,146,45.6%,346,174,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,2,18,174
1208,Guaymas,616,665,708,759,19,303,122,228,215,223,63.7%,483,242,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,25,242
1209,Guaymas,2708,2924,3114,3339,167,984,369,1464,939,883,60.3%,2013,1007,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,3,11,101,1007
1210,Guaymas,800,864,919,985,59,332,157,321,281,182,51.9%,511,256,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,26,256
1211,Guaymas,1695,1830,1949,2089,108,635,249,616,342,454,42.1%,878,440,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,44,440
1212,Guaymas,1728,1866,1987,2130,130,936,380,677,536,686,63.4%,1349,675,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,7,68,675
1213,Guaymas,2606,2814,2996,3212,107,1148,347,899,717,865,54.4%,1747,874,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,88,874
1214,Guaymas,1635,1765,1880,2015,129,732,255,836,596,469,58.4%,1175,588,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,59,588
1215,Guaymas,2306,2490,2651,2842,108,1338,376,1081,889,655,60.0%,1705,853,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,86,853
1216,Guaymas,2676,2890,3077,3299,205,1275,511,946,844,972,60.8%,2007,1004,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,3,11,101,1004
1217,Guaymas,705,761,810,868,39,294,53,258,177,223,50.9%,441,221,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,23,221
1218,Guaymas,2724,2941,3132,3358,237,1306,328,1480,906,742,54.2%,1820,911,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,10,92,911
1219,Guaymas,2661,2873,3060,3281,134,1044,296,1221,700,815,51.0%,1673,837,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,84,837
1220,Guaymas,1599,1726,1838,1970,90,899,295,682,471,381,47.8%,941,471,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,48,471
1221,Guaymas,742,801,853,914,44,390,148,318,183,156,40.9%,373,187,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,2,19,187
1222,Guaymas,2830,3056,3254,3489,213,1214,373,1431,901,596,47.4%,1654,828,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,83,828
1223,Guaymas,2295,2478,2639,2829,56,882,226,998,506,622,44.0%,1245,623,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,7,63,623
1224,Guaymas,925,999,1063,1139,37,532,153,372,227,299,51.0%,580,291,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,30,291
1225,Guaymas,2040,2203,2346,2515,77,1000,223,867,754,602,59.5%,1497,749,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,75,749
1226,Guaymas,2370,2559,2725,2922,168,1175,350,837,668,889,58.9%,1721,861,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,87,861
1227,Guaymas,627,677,721,773,48,317,76,193,208,146,50.5%,390,196,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,2,20,196
1228,Guaymas,1002,1082,1152,1235,45,546,171,327,373,332,63.0%,778,390,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,39,390
1229,Guaymas,1021,1102,1174,1258,33,471,89,382,382,250,55.5%,697,349,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,35,349
1230,Guaymas,2766,2987,3180,3409,175,1280,259,1220,951,955,61.8%,2105,1053,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,3,11,106,1053
1231,Guaymas,2051,2215,2358,2528,77,938,382,898,734,534,55.4%,1401,701,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,71,701
1232,Guaymas,2864,3093,3293,3531,161,1167,302,1466,1072,920,62.3%,2201,1101,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,3,12,111,1101
1233,Guaymas,1787,1929,2055,2203,82,629,314,632,461,531,49.7%,1095,548,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,55,548
1234,Guaymas,2305,2489,2650,2841,155,906,413,1108,674,442,43.4%,1232,617,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,7,62,617
1235,Guaymas,2239,2418,2574,2759,66,891,452,850,548,731,51.2%,1412,707,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,71,707
1236,Guaymas,2684,2898,3086,3309,82,1246,419,1318,1118,725,61.6%,2037,1019,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,3,11,102,1019
1237,Guaymas,1108,1196,1274,1366,79,562,206,438,317,233,44.4%,606,304,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,31,304
1238,Guaymas,607,655,698,748,20,327,111,285,155,215,54.6%,408,205,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,21,205
1239,Guaymas,805,869,925,991,55,340,86,334,214,254,52.1%,516,259,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,26,259
1240,Guaymas,2395,2586,2754,2953,161,1303,377,712,801,569,51.3%,1514,758,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,76,758
1241,Guaymas,2964,3201,3408,3654,236,1360,272,1318,987,691,50.7%,1853,927,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,10,93,927
1242,Guaymas,824,889,947,1015,46,448,185,346,209,243,49.1%,498,250,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,25,250
1243,Guaymas,2629,2839,3023,3241,190,1224,393,832,734,901,55.7%,1806,904,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,10,91,904
1244,Guaymas,1625,1755,1868,2002,112,871,152,780,452,593,57.7%,1154,578,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,58,578
1245,Guaymas,2704,2920,3109,3333,101,1205,295,1183,690,801,49.4%,1647,824,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,83,824
1246,Guaymas,1181,1275,1358,1456,73,424,207,427,350,409,57.6%,838,420,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,42,420
1247,Guaymas,914,987,1051,1127,27,427,160,326,289,336,61.3%,690,346,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,35,346
1248,Guaymas,2826,3052,3249,3483,251,1437,299,1157,871,594,46.5%,1618,810,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,81,810
1249,Guaymas,2557,2761,2940,3152,148,955,286,1207,734,650,48.5%,1528,765,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,77,765
1250,Guaymas,1098,1185,1262,1352,32,550,116,547,347,291,52.1%,703,352,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,36,352
1251,Guaymas,2877,3107,3308,3547,108,1347,306,1184,887,712,49.8%,1767,884,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,89,884
1252,Guaymas,1744,1883,2005,2149,119,749,215,838,490,527,52.3%,1123,562,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,57,562
1253,Guaymas,1363,1472,1567,1680,93,578,180,695,413,295,46.5%,781,391,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,40,391
1254,Guaymas,2278,2460,2619,2808,83,1004,373,736,534,501,40.7%,1142,572,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,58,572
1255,Guaymas,2090,2257,2403,2576,79,1052,290,773,718,505,52.4%,1350,676,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,7,68,676
1256,Guaymas,2740,2959,3150,3377,95,1438,429,1065,756,964,56.3%,1900,951,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,10,96,951
1257,Guaymas,2589,2796,2977,3192,95,1147,402,950,803,524,46.0%,1466,734,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,74,734
1258,Guaymas,1061,1145,1220,1308,45,548,130,451,448,319,64.8%,846,424,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,43,424
1259,Guaymas,2079,2245,2390,2562,95,1141,330,684,393,544,40.4%,1034,518,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,52,518
1260,Guaymas,870,939,1000,1072,55,337,96,275,332,259,60.9%,652,327,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,33,327
1261,Guaymas,816,881,938,1005,42,342,148,301,267,247,56.4%,566,284,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,29,284
1262,Guaymas,1286,1388,1478,1584,76,573,137,621,386,408,55.3%,876,439,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,44,439
1263,Guaymas,1202,1298,1382,1481,71,510,200,379,306,237,40.4%,599,300,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,30,300
1264,Guaymas,1003,1083,1153,1236,43,466,222,459,303,401,62.9%,777,389,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,39,389
1265,Guaymas,525,567,603,646,32,205,35,187,158,168,55.7%,359,180,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,2,18,180
1266,Guaymas,1339,1446,1539,1649,54,475,259,595,519,329,56.8%,936,469,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,47,469
1267,Guaymas,766,827,880,943,54,335,119,334,233,244,55.8%,526,264,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,27,264
1268,Guaymas,843,910,969,1038,30,430,111,377,235,216,47.9%,497,249,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,25,249
1269,Guaymas,2007,2167,2308,2475,132,763,261,589,670,493,51.9%,1284,643,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,7,65,643
1270,Guaymas,2830,3056,3254,3489,245,1534,324,1542,875,1031,60.4%,2105,1053,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,3,11,106,1053
1271,Guaymas,1922,2075,2210,2369,41,712,258,866,552,748,60.6%,1436,719,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,72,719
1272,Guaymas,1427,1541,1641,1759,106,737,301,548,377,534,57.2%,1006,504,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,51,504
1273,Guaymas,2681,2895,3083,3306,155,1314,364,1204,772,479,41.8%,1382,692,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,7,70,692
1274,Guaymas,983,1061,1130,1211,46,482,131,362,301,274,52.4%,634,318,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,32,318
1275,Guaymas,2987,3225,3435,3683,150,1022,518,1106,960,597,46.7%,1720,861,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,87,861
1276,Guaymas,1519,1640,1746,1871,56,872,193,768,448,397,49.9%,933,467,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,47,467
1277,Guaymas,1407,1519,1618,1735,67,695,149,745,399,399,50.8%,881,441,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,45,441
1278,Guaymas,748,807,860,922,62,351,70,378,266,191,54.8%,504,253,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,26,253
1279,Guaymas,2499,2698,2873,3080,122,1231,394,701,813,632,51.8%,1596,799,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,80,799
1280,Guaymas,1974,2131,2270,2434,98,820,289,795,456,544,45.4%,1104,553,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,56,553
1281,Guaymas,1400,1512,1609,1724,94,611,245,440,281,369,41.6%,717,359,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,4,36,359
1282,Guaymas,722,779,830,889,31,391,102,275,162,203,45.3%,402,202,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,21,202
1283,Guaymas,1839,1986,2114,2266,62,1020,238,741,400,481,43.0%,973,487,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,5,49,487
1284,Guaymas,2536,2738,2916,3126,73,1335,474,983,834,654,52.6%,1643,822,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,83,822
1285,Guaymas,1531,1653,1760,1887,95,526,253,578,469,502,56.9%,1073,537,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,54,537
1286,Guaymas,1870,2019,2150,2305,102,849,177,712,537,521,50.7%,1168,585,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,59,585
1287,Guaymas,2324,2509,2672,2865,162,892,177,836,610,802,54.5%,1560,781,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,8,79,781
1288,Guaymas,677,731,778,834,36,291,60,262,165,216,50.4%,420,211,Competida (Swing),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,1,3,22,211
1289,Guaymas,2854,3082,3282,3519,134,1274,252,1033,924,631,48.8%,1718,860,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,9,86,860
1290,Guaymas,1963,2120,2257,2420,143,902,327,754,609,397,45.9%,1111,556,Segura (Crecimiento Alto),Coordinador Estatal 2,Coordinador Distrito Federal 4,Coordinador Municipal Guaymas,1,2,6,56,556
